#序号	技能	职业	等级
52415	251	186	1
52416	251	187	1
52417	252	181	1
52418	252	182	1
52419	252	183	1
52420	252	184	1
52421	252	185	1
52422	252	186	1
52423	252	187	1
52424	253	181	1
52425	253	182	1
52426	253	183	1
52427	253	184	1
52428	253	185	1
52429	253	186	1
52430	253	187	1
52431	1001	181	2
52432	1001	182	3
52433	1001	183	4
52434	1001	184	4
52435	1001	185	5
52436	1001	186	5
52437	1001	187	5
52438	1002	181	0
52439	1002	182	0
52440	1002	183	0
52441	1002	184	0
52442	1002	185	0
52443	1002	186	0
52444	1002	187	0
52445	1003	181	0
52446	1003	182	0
52447	1003	183	0
52448	1003	184	0
52449	1003	185	0
52450	1003	186	0
52451	1003	187	0
52452	1004	181	2
52453	1004	182	3
52454	1004	183	4
52455	1004	184	4
52456	1004	185	5
52457	1004	186	5
52458	1004	187	5
52459	1005	181	2
52460	1005	182	2
52461	1005	183	2
52462	1005	184	2
52463	1005	185	2
52464	1005	186	2
52465	1005	187	2
52466	1006	181	2
52467	1006	182	2
52468	1006	183	2
52469	1006	184	2
52470	1006	185	2
52471	1006	186	2
52472	1006	187	2
52473	1007	181	0
52474	1007	182	0
52475	1007	183	0
52476	1007	184	0
52477	1007	185	0
52478	1007	186	0
52479	1007	187	0
52480	1008	181	0
52481	1008	182	0
52482	1008	183	0
52483	1008	184	0
52484	1008	185	0
52485	1008	186	0
52486	1008	187	0
52487	1009	181	4
52488	1009	182	6
52489	1009	183	8
52490	1009	184	10
52491	1009	185	10
52492	1009	186	10
52493	1009	187	10
52494	1010	181	0
52495	1010	182	0
52496	1010	183	0
52497	1010	184	0
52498	1010	185	0
52499	1010	186	0
52500	1010	187	0
52501	1011	181	0
52502	1011	182	0
52503	1011	183	0
52504	1011	184	0
52505	1011	185	0
52506	1011	186	0
52507	1011	187	0
52508	1032	181	1
52509	1032	182	1
52510	1032	183	1
52511	1032	184	1
52512	1032	185	1
52513	1032	186	1
52514	1032	187	1
52515	300	181	4
52516	300	182	6
52517	300	183	8
52518	300	184	10
52519	300	185	10
52520	300	186	10
52521	300	187	10
52522	301	181	4
52523	301	182	6
52524	301	183	8
52525	301	184	10
52526	301	185	10
52527	301	186	10
52528	301	187	10
52529	302	181	4
52530	302	182	6
52531	302	183	8
52532	302	184	10
52533	302	185	10
52534	302	186	10
52535	302	187	10
52536	303	181	4
52537	303	182	6
52538	303	183	8
52539	303	184	10
52540	303	185	10
52541	303	186	10
52542	303	187	10
52543	305	181	4
52544	305	182	6
52545	305	183	8
52546	305	184	10
52547	305	185	10
52548	305	186	10
52549	305	187	10
52550	305	11	2
52551	305	12	3
52552	305	13	4
52553	305	14	5
52554	305	15	10
52555	305	16	6
52556	305	17	6
52557	306	91	4
52558	306	92	6
52559	306	93	8
52560	306	94	10
52561	306	95	10
52562	306	96	10
52563	306	97	10
52564	306	101	4
52565	306	102	6
52566	306	103	8
52567	306	104	10
52568	306	105	10
52569	306	106	10
52570	306	107	10
52571	306	111	4
52572	306	112	6
52573	306	113	8
52574	306	114	10
52575	306	115	10
52576	306	116	10
52577	306	117	10
52578	306	161	4
52579	306	162	6
52580	306	163	8
52581	306	164	10
52582	306	165	10
52583	306	166	10
52584	306	167	10
52585	306	431	4
52586	306	432	6
52587	306	433	8
52588	306	434	10
52589	306	435	10
52590	306	436	10
52591	306	437	10
52592	306	441	4
52593	306	442	6
52594	306	443	8
52595	306	444	10
52596	306	445	10
52597	306	446	10
52598	306	447	10
52599	98	81	4
52600	98	82	6
52601	98	83	8
52602	98	84	10
52603	98	85	10
52604	98	86	10
52605	98	87	10
52606	99	81	4
52607	99	82	6
52608	99	83	8
52609	99	84	10
52610	99	85	10
52611	99	86	10
52612	99	87	10
52613	100	81	4
52614	100	82	6
52615	100	83	8
52616	100	84	10
52617	100	85	10
52618	100	86	10
52619	100	87	10
52620	101	81	4
52621	101	82	6
52622	101	83	8
52623	101	84	10
52624	101	85	10
52625	101	86	10
52626	101	87	10
52627	102	81	4
52628	102	82	6
52629	102	83	8
52630	102	84	10
52631	102	85	10
52632	102	86	10
52633	102	87	10
52634	103	81	4
52635	103	82	6
52636	103	83	8
52637	103	84	10
52638	103	85	10
52639	103	86	10
52640	103	87	10
52641	104	81	4
52642	104	82	6
52643	104	83	8
52644	104	84	10
52645	104	85	10
52646	104	86	10
52647	104	87	10
52648	105	81	4
52649	105	82	6
52650	105	83	8
52651	105	84	10
52652	105	85	10
52653	105	86	10
52654	105	87	10
52655	306	81	4
52656	306	82	6
52657	306	83	8
52658	306	84	10
52659	306	85	10
52660	306	86	10
52661	306	87	10
52662	500	1	0
52663	500	11	0
52664	500	12	0
52665	500	13	0
52666	500	14	0
52667	500	15	0
52668	500	16	0
52669	500	17	0
52670	500	21	0
52671	500	22	0
52672	500	23	0
52673	500	24	0
52674	500	25	0
52675	500	26	0
52676	500	27	0
52677	500	31	0
52678	500	32	0
52679	500	33	0
52680	500	34	0
52681	500	35	0
52682	500	36	0
52683	500	37	0
52684	500	41	0
52685	500	42	0
52686	500	43	0
52687	500	44	0
52688	500	45	1
52689	500	46	1
52690	500	47	1
52691	500	51	0
52692	500	52	0
52693	500	53	0
52694	500	54	0
52695	500	55	0
52696	500	56	0
52697	500	57	0
52698	500	61	0
52699	500	62	0
52700	500	63	0
52701	500	64	0
52702	500	65	0
52703	500	66	0
52704	500	67	0
52705	500	71	0
52706	500	72	0
52707	500	73	0
52708	500	74	0
52709	500	75	0
52710	500	76	0
52711	500	77	0
52712	500	81	0
52713	500	82	0
52714	500	83	0
52715	500	84	0
52716	500	85	0
52717	500	86	0
52718	500	87	0
52719	500	91	0
52720	500	92	0
52721	500	93	0
52722	500	94	0
52723	500	95	0
52724	500	96	0
52725	500	97	0
52726	500	101	0
52727	500	102	0
52728	500	103	0
52729	500	104	0
52730	500	105	0
52731	500	106	0
52732	500	107	0
52733	500	111	0
52734	500	112	0
52735	500	113	0
52736	500	114	0
52737	500	115	0
52738	500	116	0
52739	500	117	0
52740	500	121	0
52741	500	122	0
52742	500	123	0
52743	500	124	0
52744	500	125	0
52745	500	126	0
52746	500	127	0
52747	500	131	0
52748	500	132	0
52749	500	133	0
52750	500	134	0
52751	500	135	0
52752	500	136	0
52753	500	137	0
52754	500	141	0
52755	500	142	0
52756	500	143	0
52757	500	144	0
52758	500	145	0
52759	500	146	0
52760	500	147	0
52761	500	151	0
52762	500	152	0
52763	500	153	0
52764	500	154	0
52765	500	155	0
52766	500	156	0
52767	500	157	0
52768	500	161	0
52769	500	162	0
52770	500	163	0
52771	500	164	0
52772	500	165	0
52773	500	166	0
52774	500	167	0
52775	500	171	0
52776	500	172	0
52777	500	173	0
52778	500	174	0
52779	500	175	0
52780	500	176	0
52781	500	177	0
52782	500	181	0
52783	500	182	0
52784	500	183	0
52785	500	184	0
52786	500	185	0
52787	500	186	0
52788	500	187	0
52789	500	201	0
52790	500	202	0
52791	500	203	0
52792	500	204	0
52793	500	205	0
52794	500	206	0
52795	500	207	0
52796	500	211	0
52797	500	212	0
52798	500	213	0
52799	500	214	0
52800	500	215	0
52801	500	216	0
52802	500	217	0
52803	500	221	0
52804	500	222	0
52805	500	223	0
52806	500	224	0
52807	500	225	0
52808	500	226	0
52809	500	227	0
52810	500	231	0
52811	500	232	0
52812	500	233	0
52813	500	234	0
52814	500	235	0
52815	500	236	0
52816	500	237	0
52817	500	241	0
52818	500	242	0
52819	500	243	0
52820	500	244	0
52821	500	245	0
52822	500	246	0
52823	500	247	0
52824	500	251	0
52825	500	252	0
52826	500	253	0
52827	500	254	0
52828	500	255	0
52829	500	256	0
52830	500	257	0
52831	500	261	0
52832	500	262	0
52833	500	263	0
52834	500	264	0
52835	500	265	0
52836	500	266	0
52837	500	267	0
52838	500	271	0
52839	500	272	0
52840	500	273	0
52841	500	274	0
52842	500	275	0
52843	500	276	0
52844	500	277	0
52845	500	281	0
52846	500	282	0
52847	500	283	0
52848	500	284	0
52849	500	285	0
52850	500	286	0
52851	500	287	0
52852	500	291	0
52853	500	292	0
52854	500	293	0
52855	500	294	0
52856	500	295	0
52857	500	296	0
52858	500	297	0
52859	500	301	0
52860	500	302	0
52861	500	303	0
52862	500	304	0
52863	500	305	0
52864	500	306	0
52865	500	307	0
52866	500	311	0
52867	500	312	0
52868	500	313	0
52869	500	314	0
52870	500	315	0
52871	500	316	0
52872	500	317	0
52873	500	321	0
52874	500	322	0
52875	500	323	0
52876	500	324	0
52877	500	325	0
52878	500	326	0
52879	500	327	0
52880	500	331	0
52881	500	332	0
52882	500	333	0
52883	500	334	0
52884	500	335	0
52885	500	336	0
52886	500	337	0
52887	500	341	0
52888	500	342	0
52889	500	343	0
52890	500	344	0
52891	500	345	0
52892	500	346	0
52893	500	347	0
52894	500	351	0
52895	500	352	0
52896	500	353	0
52897	500	354	0
52898	500	355	0
52899	500	356	0
52900	500	357	0
52901	500	361	0
52902	500	362	0
52903	500	363	0
52904	500	364	0
52905	500	365	0
52906	500	366	0
52907	500	367	0
52908	500	371	0
52909	500	372	0
52910	500	373	0
52911	500	374	0
52912	500	375	0
52913	500	376	0
52914	500	377	0
52915	500	381	0
52916	500	382	0
52917	500	383	0
52918	500	384	0
52919	500	385	0
52920	500	386	0
52921	500	387	0
52922	500	391	0
52923	500	392	0
52924	500	393	0
52925	500	394	0
52926	500	395	0
52927	500	396	0
52928	500	397	0
52929	500	401	0
52930	500	402	0
52931	500	403	0
52932	500	404	0
52933	500	405	0
52934	500	406	0
52935	500	407	0
52936	500	411	0
52937	500	412	0
52938	500	413	0
52939	500	414	0
52940	500	415	0
52941	500	416	0
52942	500	417	0
52943	500	421	0
52944	500	422	0
52945	500	423	0
52946	500	424	0
52947	500	425	0
52948	500	426	0
52949	500	427	0
52950	500	431	0
52951	500	432	0
52952	500	433	0
52953	500	434	0
52954	500	435	0
52955	500	436	0
52956	500	437	0
52957	500	441	0
52958	500	442	0
52959	500	443	0
52960	500	444	0
52961	500	445	0
52962	500	446	0
52963	500	447	0
52964	500	451	0
52965	500	452	0
52966	500	453	0
52967	500	454	0
52968	500	455	0
52969	500	456	0
52970	500	457	0
52971	500	461	0
52972	500	462	0
52973	500	463	0
52974	500	464	0
52975	500	465	0
52976	500	466	0
52977	500	467	0
52978	500	471	0
52979	500	472	0
52980	500	473	0
52981	500	474	0
52982	500	475	0
52983	500	476	0
52984	500	477	0
52985	500	481	0
52986	500	999	0
52987	501	1	0
52988	501	11	0
52989	501	12	0
52990	501	13	0
52991	501	14	0
52992	501	15	1
52993	501	16	1
52994	501	17	1
52995	501	21	0
52996	501	22	0
52997	501	23	0
52998	501	24	0
52999	501	25	1
53000	501	26	1
53001	501	27	0
53002	501	31	0
53003	501	32	0
53004	501	33	0
53005	501	34	0
53006	501	35	0
53007	501	36	0
53008	501	37	0
53009	501	41	0
53010	501	42	0
53011	501	43	0
53012	501	44	0
53013	501	45	0
53014	501	46	0
53015	501	47	0
53016	501	51	0
53017	501	52	0
53018	501	53	0
53019	501	54	0
53020	501	55	0
53021	501	56	0
53022	501	57	0
53023	501	61	0
53024	501	62	0
53025	501	63	0
53026	501	64	0
53027	501	65	0
53028	501	66	0
53029	501	67	0
53030	501	71	0
53031	501	72	0
53032	501	73	0
53033	501	74	0
53034	501	75	0
53035	501	76	0
53036	501	77	0
53037	501	81	0
53038	501	82	0
53039	501	83	0
53040	501	84	0
53041	501	85	0
53042	501	86	0
53043	501	87	0
53044	501	91	0
53045	501	92	0
53046	501	93	0
53047	501	94	0
53048	501	95	0
53049	501	96	0
53050	501	97	0
53051	501	101	0
53052	501	102	0
53053	501	103	0
53054	501	104	0
53055	501	105	0
53056	501	106	0
53057	501	107	0
53058	501	111	0
53059	501	112	0
53060	501	113	0
53061	501	114	0
53062	501	115	0
53063	501	116	0
53064	501	117	0
53065	501	121	0
53066	501	122	0
53067	501	123	0
53068	501	124	0
53069	501	125	0
53070	501	126	0
53071	501	127	0
53072	501	131	0
53073	501	132	0
53074	501	133	0
53075	501	134	0
53076	501	135	0
53077	501	136	0
53078	501	137	0
53079	501	141	0
53080	501	142	0
53081	501	143	0
53082	501	144	0
53083	501	145	0
53084	501	146	0
53085	501	147	0
53086	501	151	0
53087	501	152	0
53088	501	153	0
53089	501	154	0
53090	501	155	0
53091	501	156	0
53092	501	157	0
53093	501	161	0
53094	501	162	0
53095	501	163	0
53096	501	164	0
53097	501	165	0
53098	501	166	0
53099	501	167	0
53100	501	171	0
53101	501	172	0
53102	501	173	0
53103	501	174	0
53104	501	175	0
53105	501	176	0
53106	501	177	0
53107	501	181	0
53108	501	182	0
53109	501	183	0
53110	501	184	0
53111	501	185	0
53112	501	186	0
53113	501	187	0
53114	501	201	0
53115	501	202	0
53116	501	203	0
53117	501	204	0
53118	501	205	0
53119	501	206	0
53120	501	207	0
53121	501	211	0
53122	501	212	0
53123	501	213	0
53124	501	214	0
53125	501	215	0
53126	501	216	0
53127	501	217	0
53128	501	221	0
53129	501	222	0
53130	501	223	0
53131	501	224	0
53132	501	225	0
53133	501	226	0
53134	501	227	0
53135	501	231	0
53136	501	232	0
53137	501	233	0
53138	501	234	0
53139	501	235	0
53140	501	236	0
53141	501	237	0
53142	501	241	0
53143	501	242	0
53144	501	243	0
53145	501	244	0
53146	501	245	0
53147	501	246	0
53148	501	247	0
53149	501	251	0
53150	501	252	0
53151	501	253	0
53152	501	254	0
53153	501	255	0
53154	501	256	0
53155	501	257	0
53156	501	261	0
53157	501	262	0
53158	501	263	0
53159	501	264	0
53160	501	265	0
53161	501	266	0
53162	501	267	0
53163	501	271	0
53164	501	272	0
53165	501	273	0
53166	501	274	0
53167	501	275	0
53168	501	276	0
53169	501	277	0
53170	501	281	0
53171	501	282	0
53172	501	283	0
53173	501	284	0
53174	501	285	0
53175	501	286	0
53176	501	287	0
53177	501	291	0
53178	501	292	0
53179	501	293	0
53180	501	294	0
53181	501	295	0
53182	501	296	0
53183	501	297	0
53184	501	301	0
53185	501	302	0
53186	501	303	0
53187	501	304	0
53188	501	305	0
53189	501	306	0
53190	501	307	0
53191	501	311	0
53192	501	312	0
53193	501	313	0
53194	501	314	0
53195	501	315	0
53196	501	316	0
53197	501	317	0
53198	501	321	0
53199	501	322	0
53200	501	323	0
53201	501	324	0
53202	501	325	0
53203	501	326	0
53204	501	327	0
53205	501	331	0
53206	501	332	0
53207	501	333	0
53208	501	334	0
53209	501	335	0
53210	501	336	0
53211	501	337	0
53212	501	341	0
53213	501	342	0
53214	501	343	0
53215	501	344	0
53216	501	345	0
53217	501	346	0
53218	501	347	0
53219	501	351	0
53220	501	352	0
53221	501	353	0
53222	501	354	0
53223	501	355	0
53224	501	356	0
53225	501	357	0
53226	501	361	0
53227	501	362	0
53228	501	363	0
53229	501	364	0
53230	501	365	0
53231	501	366	0
53232	501	367	0
53233	501	371	0
53234	501	372	0
53235	501	373	0
53236	501	374	0
53237	501	375	0
53238	501	376	0
53239	501	377	0
53240	501	381	0
53241	501	382	0
53242	501	383	0
53243	501	384	0
53244	501	385	0
53245	501	386	0
53246	501	387	0
53247	501	391	0
53248	501	392	0
53249	501	393	0
53250	501	394	0
53251	501	395	0
53252	501	396	0
53253	501	397	0
53254	501	401	0
53255	501	402	0
53256	501	403	0
53257	501	404	0
53258	501	405	0
53259	501	406	0
53260	501	407	0
53261	501	411	0
53262	501	412	0
53263	501	413	0
53264	501	414	0
53265	501	415	0
53266	501	416	0
53267	501	417	0
53268	501	421	0
53269	501	422	0
53270	501	423	0
53271	501	424	0
53272	501	425	0
53273	501	426	0
53274	501	427	0
53275	501	431	0
53276	501	432	0
53277	501	433	0
53278	501	434	0
53279	501	435	0
53280	501	436	0
53281	501	437	0
53282	501	441	0
53283	501	442	0
53284	501	443	0
53285	501	444	0
53286	501	445	0
53287	501	446	0
53288	501	447	0
53289	501	451	0
53290	501	452	0
53291	501	453	0
53292	501	454	0
53293	501	455	0
53294	501	456	0
53295	501	457	0
53296	501	461	0
53297	501	462	0
53298	501	463	0
53299	501	464	0
53300	501	465	0
53301	501	466	0
53302	501	467	0
53303	501	471	0
53304	501	472	0
53305	501	473	0
53306	501	474	0
53307	501	475	0
53308	501	476	0
53309	501	477	0
53310	501	481	0
53311	501	999	0
53312	502	1	0
53313	502	11	0
53314	502	12	0
53315	502	13	0
53316	502	14	0
53317	502	15	0
53318	502	16	0
53319	502	17	0
53320	502	21	0
53321	502	22	0
53322	502	23	0
53323	502	24	0
53324	502	25	0
53325	502	26	0
53326	502	27	0
53327	502	31	0
53328	502	32	0
53329	502	33	0
53330	502	34	0
53331	502	35	1
53332	502	36	1
53333	502	37	1
53334	502	41	0
53335	502	42	0
53336	502	43	0
53337	502	44	0
53338	502	45	0
53339	502	46	0
53340	502	47	0
53341	502	51	0
53342	502	52	0
53343	502	53	0
53344	502	54	0
53345	502	55	0
53346	502	56	0
53347	502	57	0
53348	502	61	0
53349	502	62	0
53350	502	63	0
53351	502	64	0
53352	502	65	0
53353	502	66	0
53354	502	67	0
53355	502	71	0
53356	502	72	0
53357	502	73	0
53358	502	74	0
53359	502	75	0
53360	502	76	0
53361	502	77	0
53362	502	81	0
53363	502	82	0
53364	502	83	0
53365	502	84	0
53366	502	85	0
53367	502	86	0
53368	502	87	0
53369	502	91	0
53370	502	92	0
53371	502	93	0
53372	502	94	0
53373	502	95	0
53374	502	96	0
53375	502	97	0
53376	502	101	0
53377	502	102	0
53378	502	103	0
53379	502	104	0
53380	502	105	0
53381	502	106	0
53382	502	107	0
53383	502	111	0
53384	502	112	0
53385	502	113	0
53386	502	114	0
53387	502	115	0
53388	502	116	0
53389	502	117	0
53390	502	121	0
53391	502	122	0
53392	502	123	0
53393	502	124	0
53394	502	125	0
53395	502	126	0
53396	502	127	0
53397	502	131	0
53398	502	132	0
53399	502	133	0
53400	502	134	0
53401	502	135	0
53402	502	136	0
53403	502	137	0
53404	502	141	0
53405	502	142	0
53406	502	143	0
53407	502	144	0
53408	502	145	0
53409	502	146	0
53410	502	147	0
53411	502	151	0
53412	502	152	0
53413	502	153	0
53414	502	154	0
53415	502	155	0
53416	502	156	0
53417	502	157	0
53418	502	161	0
53419	502	162	0
53420	502	163	0
53421	502	164	0
53422	502	165	0
53423	502	166	0
53424	502	167	0
53425	502	171	0
53426	502	172	0
53427	502	173	0
53428	502	174	0
53429	502	175	0
53430	502	176	0
53431	502	177	0
53432	502	181	0
53433	502	182	0
53434	502	183	0
53435	502	184	0
53436	502	185	0
53437	502	186	0
53438	502	187	0
53439	502	201	0
53440	502	202	0
53441	502	203	0
53442	502	204	0
53443	502	205	0
53444	502	206	0
53445	502	207	0
53446	502	211	0
53447	502	212	0
53448	502	213	0
53449	502	214	0
53450	502	215	0
53451	502	216	0
53452	502	217	0
53453	502	221	0
53454	502	222	0
53455	502	223	0
53456	502	224	0
53457	502	225	0
53458	502	226	0
53459	502	227	0
53460	502	231	0
53461	502	232	0
53462	502	233	0
53463	502	234	0
53464	502	235	0
53465	502	236	0
53466	502	237	0
53467	502	241	0
53468	502	242	0
53469	502	243	0
53470	502	244	0
53471	502	245	0
53472	502	246	0
53473	502	247	0
53474	502	251	0
53475	502	252	0
53476	502	253	0
53477	502	254	0
53478	502	255	0
53479	502	256	0
53480	502	257	0
53481	502	261	0
53482	502	262	0
53483	502	263	0
53484	502	264	0
53485	502	265	0
53486	502	266	0
53487	502	267	0
53488	502	271	0
53489	502	272	0
53490	502	273	0
53491	502	274	0
53492	502	275	0
53493	502	276	0
53494	502	277	0
53495	502	281	0
53496	502	282	0
53497	502	283	0
53498	502	284	0
53499	502	285	0
53500	502	286	0
53501	502	287	0
53502	502	291	0
53503	502	292	0
53504	502	293	0
53505	502	294	0
53506	502	295	0
53507	502	296	0
53508	502	297	0
53509	502	301	0
53510	502	302	0
53511	502	303	0
53512	502	304	0
53513	502	305	0
53514	502	306	0
53515	502	307	0
53516	502	311	0
53517	502	312	0
53518	502	313	0
53519	502	314	0
53520	502	315	0
53521	502	316	0
53522	502	317	0
53523	502	321	0
53524	502	322	0
53525	502	323	0
53526	502	324	0
53527	502	325	0
53528	502	326	0
53529	502	327	0
53530	502	331	0
53531	502	332	0
53532	502	333	0
53533	502	334	0
53534	502	335	0
53535	502	336	0
53536	502	337	0
53537	502	341	0
53538	502	342	0
53539	502	343	0
53540	502	344	0
53541	502	345	0
53542	502	346	0
53543	502	347	0
53544	502	351	0
53545	502	352	0
53546	502	353	0
53547	502	354	0
53548	502	355	0
53549	502	356	0
53550	502	357	0
53551	502	361	0
53552	502	362	0
53553	502	363	0
53554	502	364	0
53555	502	365	0
53556	502	366	0
53557	502	367	0
53558	502	371	0
53559	502	372	0
53560	502	373	0
53561	502	374	0
53562	502	375	0
53563	502	376	0
53564	502	377	0
53565	502	381	0
53566	502	382	0
53567	502	383	0
53568	502	384	0
53569	502	385	0
53570	502	386	0
53571	502	387	0
53572	502	391	0
53573	502	392	0
53574	502	393	0
53575	502	394	0
53576	502	395	0
53577	502	396	0
53578	502	397	0
53579	502	401	0
53580	502	402	0
53581	502	403	0
53582	502	404	0
53583	502	405	0
53584	502	406	0
53585	502	407	0
53586	502	411	0
53587	502	412	0
53588	502	413	0
53589	502	414	0
53590	502	415	0
53591	502	416	0
53592	502	417	0
53593	502	421	0
53594	502	422	0
53595	502	423	0
53596	502	424	0
53597	502	425	0
53598	502	426	0
53599	502	427	0
53600	502	431	0
53601	502	432	0
53602	502	433	0
53603	502	434	0
53604	502	435	0
53605	502	436	0
53606	502	437	0
53607	502	441	0
53608	502	442	0
53609	502	443	0
53610	502	444	0
53611	502	445	0
53612	502	446	0
53613	502	447	0
53614	502	451	0
53615	502	452	0
53616	502	453	0
53617	502	454	0
53618	502	455	0
53619	502	456	0
53620	502	457	0
53621	502	461	0
53622	502	462	0
53623	502	463	0
53624	502	464	0
53625	502	465	0
53626	502	466	0
53627	502	467	0
53628	502	471	0
53629	502	472	0
53630	502	473	0
53631	502	474	0
53632	502	475	0
53633	502	476	0
53634	502	477	0
53635	502	481	0
53636	502	999	0
53637	503	1	0
53638	503	11	0
53639	503	12	0
53640	503	13	0
53641	503	14	0
53642	503	15	0
53643	503	16	0
53644	503	17	0
53645	503	21	0
53646	503	22	0
53647	503	23	0
53648	503	24	0
53649	503	25	0
53650	503	26	0
53651	503	27	0
53652	503	31	0
53653	503	32	0
53654	503	33	0
53655	503	34	0
53656	503	35	0
53657	503	36	0
53658	503	37	0
53659	503	41	0
53660	503	42	0
53661	503	43	0
53662	503	44	0
53663	503	45	0
53664	503	46	0
53665	503	47	0
53666	503	51	0
53667	503	52	0
53668	503	53	0
53669	503	54	0
53670	503	55	0
53671	503	56	0
53672	503	57	0
53673	503	61	0
53674	503	62	0
53675	503	63	0
53676	503	64	0
53677	503	65	0
53678	503	66	0
53679	503	67	0
53680	503	71	0
53681	503	72	0
53682	503	73	0
53683	503	74	0
53684	503	75	0
53685	503	76	0
53686	503	77	0
53687	503	81	0
53688	503	82	0
53689	503	83	0
53690	503	84	0
53691	503	85	0
53692	503	86	0
53693	503	87	0
53694	503	91	0
53695	503	92	0
53696	503	93	0
53697	503	94	0
53698	503	95	0
53699	503	96	0
53700	503	97	0
53701	503	101	0
53702	503	102	0
53703	503	103	0
53704	503	104	0
53705	503	105	0
53706	503	106	0
53707	503	107	0
53708	503	111	0
53709	503	112	0
53710	503	113	0
53711	503	114	0
53712	503	115	0
53713	503	116	0
53714	503	117	0
53715	503	121	0
53716	503	122	0
53717	503	123	0
53718	503	124	0
53719	503	125	0
53720	503	126	0
53721	503	127	0
53722	503	131	0
53723	503	132	0
53724	503	133	0
53725	503	134	0
53726	503	135	0
53727	503	136	0
53728	503	137	0
53729	503	141	0
53730	503	142	0
53731	503	143	0
53732	503	144	0
53733	503	145	1
53734	503	146	1
53735	503	147	1
53736	503	151	0
53737	503	152	0
53738	503	153	0
53739	503	154	0
53740	503	155	0
53741	503	156	0
53742	503	157	0
53743	503	161	0
53744	503	162	0
53745	503	163	0
53746	503	164	0
53747	503	165	0
53748	503	166	0
53749	503	167	0
53750	503	171	0
53751	503	172	0
53752	503	173	0
53753	503	174	0
53754	503	175	0
53755	503	176	0
53756	503	177	0
53757	503	181	0
53758	503	182	0
53759	503	183	0
53760	503	184	0
53761	503	185	0
53762	503	186	0
53763	503	187	0
53764	503	201	0
53765	503	202	0
53766	503	203	0
53767	503	204	0
53768	503	205	0
53769	503	206	0
53770	503	207	0
53771	503	211	0
53772	503	212	0
53773	503	213	0
53774	503	214	0
53775	503	215	0
53776	503	216	0
53777	503	217	0
53778	503	221	0
53779	503	222	0
53780	503	223	0
53781	503	224	0
53782	503	225	0
53783	503	226	0
53784	503	227	0
53785	503	231	0
53786	503	232	0
53787	503	233	0
53788	503	234	0
53789	503	235	0
53790	503	236	0
53791	503	237	0
53792	503	241	0
53793	503	242	0
53794	503	243	0
53795	503	244	0
53796	503	245	0
53797	503	246	0
53798	503	247	0
53799	503	251	0
53800	503	252	0
53801	503	253	0
53802	503	254	0
53803	503	255	0
53804	503	256	0
53805	503	257	0
53806	503	261	0
53807	503	262	0
53808	503	263	0
53809	503	264	0
53810	503	265	0
53811	503	266	0
53812	503	267	0
53813	503	271	0
53814	503	272	0
53815	503	273	0
53816	503	274	0
53817	503	275	0
53818	503	276	0
53819	503	277	0
53820	503	281	0
53821	503	282	0
53822	503	283	0
53823	503	284	0
53824	503	285	0
53825	503	286	0
53826	503	287	0
53827	503	291	0
53828	503	292	0
53829	503	293	0
53830	503	294	0
53831	503	295	0
53832	503	296	0
53833	503	297	0
53834	503	301	0
53835	503	302	0
53836	503	303	0
53837	503	304	0
53838	503	305	0
53839	503	306	0
53840	503	307	0
53841	503	311	0
53842	503	312	0
53843	503	313	0
53844	503	314	0
53845	503	315	0
53846	503	316	0
53847	503	317	0
53848	503	321	0
53849	503	322	0
53850	503	323	0
53851	503	324	0
53852	503	325	0
53853	503	326	0
53854	503	327	0
53855	503	331	0
53856	503	332	0
53857	503	333	0
53858	503	334	0
53859	503	335	0
53860	503	336	0
53861	503	337	0
53862	503	341	0
53863	503	342	0
53864	503	343	0
53865	503	344	0
53866	503	345	0
53867	503	346	0
53868	503	347	0
53869	503	351	0
53870	503	352	0
53871	503	353	0
53872	503	354	0
53873	503	355	0
53874	503	356	0
53875	503	357	0
53876	503	361	0
53877	503	362	0
53878	503	363	0
53879	503	364	0
53880	503	365	0
53881	503	366	0
53882	503	367	0
53883	503	371	0
53884	503	372	0
53885	503	373	0
53886	503	374	0
53887	503	375	0
53888	503	376	0
53889	503	377	0
53890	503	381	0
53891	503	382	0
53892	503	383	0
53893	503	384	0
53894	503	385	0
53895	503	386	0
53896	503	387	0
53897	503	391	0
53898	503	392	0
53899	503	393	0
53900	503	394	0
53901	503	395	0
53902	503	396	0
53903	503	397	0
53904	503	401	0
53905	503	402	0
53906	503	403	0
53907	503	404	0
53908	503	405	0
53909	503	406	0
53910	503	407	0
53911	503	411	0
53912	503	412	0
53913	503	413	0
53914	503	414	0
53915	503	415	0
53916	503	416	0
53917	503	417	0
53918	503	421	0
53919	503	422	0
53920	503	423	0
53921	503	424	0
53922	503	425	0
53923	503	426	0
53924	503	427	0
53925	503	431	0
53926	503	432	0
53927	503	433	0
53928	503	434	0
53929	503	435	0
53930	503	436	0
53931	503	437	0
53932	503	441	0
53933	503	442	0
53934	503	443	0
53935	503	444	0
53936	503	445	0
53937	503	446	0
53938	503	447	0
53939	503	451	0
53940	503	452	0
53941	503	453	0
53942	503	454	0
53943	503	455	0
53944	503	456	0
53945	503	457	0
53946	503	461	0
53947	503	462	0
53948	503	463	0
53949	503	464	0
53950	503	465	0
53951	503	466	0
53952	503	467	0
53953	503	471	0
53954	503	472	0
53955	503	473	0
53956	503	474	0
53957	503	475	0
53958	503	476	0
